brand,model,release_year,ram_gb,storage_gb,screen_size_inches,battery_capacity,processor_score,camera_score,os_type,has_5g,original_price,purchase_year,age_months,usage_hours_per_day,condition,battery_health,screen_cracked,body_damage,repair_history,water_damage,city_tier,seller_type,warranty_remaining_months,box_available,charger_available,market_demand_score,resale_price
Xiaomi,Redmi Note 12,2019,16,128,6.58,5106,98,52,Android,1,141137,2022,27,1.3,Fair,87,0,0,0,0,Tier1,Individual,9,0,1,55,32083.88
OnePlus,OnePlus 11,2022,8,64,6.0,5310,43,75,Android,1,113290,2025,19,7.8,Good,99,0,0,0,0,Tier2,Store,11,1,1,65,54945.91
Apple,iPhone 13,2023,12,512,5.72,5966,45,66,iOS,1,86661,2023,5,11.2,Poor,60,0,0,0,0,Tier3,Individual,17,1,1,100,36186.59
Apple,iPhone 13,2024,8,1024,6.47,3294,72,84,iOS,1,42333,2025,55,10.3,Fair,84,0,0,0,0,Tier2,Store,0,1,1,51,7863.57
OnePlus,Nord 3,2020,4,256,6.68,6146,91,51,Android,1,149761,2025,36,2.7,Fair,86,0,0,1,1,Tier2,Store,0,1,1,64,21204.82
Google,Pixel 6,2024,6,512,5.54,3873,42,62,Android,0,55199,2025,57,10.3,Excellent,100,0,0,0,0,Tier1,Individual,0,0,1,58,14739.75
Samsung,Galaxy S23,2019,8,1024,6.62,5525,62,93,Android,0,88291,2025,23,5.1,Good,98,0,1,0,0,Tier2,Store,15,1,0,45,25811.8
Xiaomi,Mi 11,2021,12,512,5.72,5272,63,93,Android,1,120003,2023,25,5.2,Fair,61,0,0,0,0,Tier1,Individual,1,0,0,94,30735.88
Apple,iPhone 15,2024,12,1024,5.86,5820,86,43,iOS,1,28992,2025,60,4.0,Good,75,0,1,0,0,Tier1,Individual,0,0,1,73,5285.66
Samsung,Galaxy A54,2022,6,256,6.0,5179,53,70,Android,1,149009,2024,55,5.9,Excellent,55,0,0,1,1,Tier3,Individual,0,1,1,72,12162.46
OnePlus,OnePlus 10,2022,6,128,5.8,5654,53,47,Android,1,41798,2025,13,2.7,Excellent,64,0,0,0,0,Tier1,Individual,0,1,1,67,14740.14
Samsung,Galaxy S22,2021,6,256,6.03,3875,78,96,Android,1,147462,2025,58,9.6,Fair,79,0,0,0,0,Tier1,Individual,8,0,1,88,36651.33
Realme,Realme GT,2023,12,512,6.47,3037,47,55,Android,1,84284,2024,60,10.3,Good,81,0,0,0,0,Tier2,Individual,0,0,1,73,14863.63
Vivo,Vivo V27,2022,12,1024,6.1,4767,90,61,Android,1,77087,2024,70,6.4,Good,86,0,0,1,0,Tier2,Store,0,0,1,63,9656.44
OnePlus,Nord 3,2020,8,512,6.43,4457,100,83,Android,0,80282,2022,52,4.2,Good,60,0,0,1,0,Tier2,Store,0,0,1,40,8082.95
OnePlus,OnePlus 10,2019,12,64,6.7,3867,94,89,Android,1,98723,2025,59,1.7,Good,86,0,0,0,0,Tier3,Store,0,0,1,88,31320.73
Samsung,Galaxy S21,2023,6,512,5.57,3607,69,58,Android,1,82621,2023,7,9.0,Good,78,0,1,0,0,Tier3,Store,1,1,1,92,47194.77
OnePlus,OnePlus 9,2024,12,64,5.62,5099,90,91,Android,1,107595,2025,38,9.7,Excellent,59,0,0,0,1,Tier3,Individual,22,1,1,82,19509.22
Google,Pixel 7,2021,8,128,6.39,4060,51,84,Android,1,35383,2025,12,3.0,Good,84,0,0,1,0,Tier1,Individual,1,1,1,48,10349.87
Xiaomi,Redmi Note 12,2019,4,64,5.88,5063,47,100,Android,1,83850,2023,42,2.3,Good,79,0,0,0,0,Tier2,Store,16,0,0,69,21225.03
Apple,iPhone 13,2019,16,512,6.18,4398,63,58,iOS,1,64443,2023,37,5.5,Good,59,0,0,0,0,Tier1,Individual,10,1,1,75,22922.56
Vivo,Vivo X90,2021,4,256,5.72,3488,70,48,Android,0,28750,2025,54,5.7,Good,81,0,0,0,1,Tier1,Store,18,1,1,46,5362.54
Samsung,Galaxy S23,2020,16,512,5.62,3785,69,73,Android,1,28486,2021,17,9.4,Poor,61,0,0,1,0,Tier2,Store,0,1,0,48,5640.58
Apple,iPhone 14,2022,8,512,5.56,5748,50,56,iOS,1,25120,2022,38,11.5,Excellent,63,0,0,0,0,Tier2,Individual,0,1,0,54,4460.29
Apple,iPhone 11,2023,16,128,5.59,5975,69,62,iOS,1,105813,2023,70,11.1,Good,70,0,0,0,0,Tier3,Store,6,1,1,70,21680.14
Vivo,Vivo X90,2025,16,1024,6.12,4734,58,66,Android,1,57772,2025,70,11.4,Excellent,65,0,0,0,0,Tier1,Individual,20,1,1,74,11390.11
Realme,Realme Narzo 60,2019,6,256,5.59,4671,77,54,Android,0,75304,2025,68,3.5,Poor,89,1,0,1,1,Tier1,Store,16,1,1,96,8299.46
Apple,iPhone 11,2019,6,256,6.16,5158,54,71,iOS,1,142778,2025,17,5.0,Excellent,67,0,1,0,0,Tier1,Store,0,1,1,91,70107.79
Vivo,Vivo X90,2020,16,512,6.78,4016,57,65,Android,1,136005,2020,1,2.3,Excellent,98,1,0,0,0,Tier1,Individual,23,1,1,57,52496.7
Xiaomi,Mi 11,2021,4,512,5.8,5885,90,91,Android,0,13670,2023,53,2.2,Good,95,0,0,1,0,Tier1,Store,24,1,1,72,3927.69
Vivo,Vivo V27,2020,12,512,6.67,3876,53,70,Android,1,37910,2022,57,5.8,Poor,59,0,0,0,0,Tier3,Store,0,1,1,66,2871.04
Xiaomi,Mi 11,2020,16,512,5.75,6500,93,43,Android,1,107335,2022,42,11.4,Fair,94,1,0,0,0,Tier2,Store,24,1,1,73,23074.86
Xiaomi,Poco X5,2024,6,128,5.89,3792,61,62,Android,1,147005,2024,64,3.2,Good,82,0,0,0,0,Tier2,Store,17,1,1,46,18882.58
Samsung,Galaxy S21,2024,16,64,6.54,6258,59,65,Android,1,91555,2025,26,10.6,Fair,67,0,0,0,0,Tier2,Store,3,1,0,97,32742.19
Realme,Realme GT,2022,4,64,5.67,5237,49,93,Android,1,30014,2023,2,6.2,Fair,82,0,0,0,0,Tier1,Store,13,0,1,73,10687.86
OnePlus,Nord 3,2022,8,1024,6.52,5431,85,77,Android,1,121863,2025,19,7.0,Fair,86,0,0,0,0,Tier2,Individual,15,1,1,94,58770.16
Samsung,Galaxy S22,2023,12,1024,6.87,4613,76,50,Android,1,82459,2025,15,5.6,Fair,69,1,0,0,0,Tier3,Store,12,0,1,40,12799.08
Vivo,Vivo V27,2022,6,1024,5.91,4018,41,98,Android,1,130312,2023,62,1.1,Excellent,63,0,0,0,0,Tier3,Individual,18,0,0,63,22064.89
Realme,Realme Narzo 60,2024,16,128,6.44,3635,49,63,Android,1,108979,2025,8,9.7,Excellent,83,0,0,1,0,Tier3,Individual,9,1,0,96,64692.36
Vivo,Vivo V27,2022,12,1024,6.22,4232,87,92,Android,1,66228,2025,53,6.9,Good,90,0,0,0,0,Tier3,Store,0,1,1,96,22998.17
Apple,iPhone 14,2024,6,64,6.04,5625,41,69,iOS,1,73654,2024,17,7.7,Good,65,0,0,0,0,Tier2,Individual,0,1,1,41,18661.31
Xiaomi,Mi 11,2021,12,256,6.88,4041,87,64,Android,1,103572,2023,36,3.6,Good,63,0,0,0,0,Tier3,Individual,24,1,1,82,29844.57
Realme,Realme Narzo 60,2025,16,64,6.34,6465,99,65,Android,1,71540,2025,59,3.0,Fair,61,1,1,1,0,Tier1,Store,0,1,1,61,6327.58
Samsung,Galaxy A54,2024,4,256,6.32,4381,60,88,Android,1,148875,2025,35,8.2,Good,57,0,0,0,0,Tier1,Store,22,1,1,76,37451.05
Realme,Realme Narzo 60,2024,6,512,5.88,4109,99,41,Android,1,17509,2024,47,5.2,Fair,88,0,0,0,0,Tier1,Store,0,0,0,75,6716.59
Xiaomi,Poco X5,2019,8,1024,6.67,5071,42,66,Android,0,146277,2022,8,2.0,Fair,60,0,1,1,0,Tier1,Store,0,1,1,72,29611.47
Realme,Realme Narzo 60,2023,16,512,6.57,5830,86,55,Android,1,116706,2025,71,2.8,Good,59,0,1,0,0,Tier1,Store,0,1,1,47,8512.42
Realme,Realme GT,2021,8,128,5.99,5264,99,81,Android,1,117225,2022,20,3.7,Good,95,0,0,0,0,Tier3,Individual,12,0,1,77,53865.33
Apple,iPhone 12,2021,12,128,6.99,6326,46,53,iOS,1,49247,2021,29,3.5,Good,79,1,1,0,0,Tier1,Store,7,1,1,54,12693.39
Realme,Realme GT,2020,6,256,6.77,3778,62,67,Android,1,51574,2021,52,5.9,Good,89,0,1,0,0,Tier3,Individual,4,0,1,67,13022.05
Xiaomi,Mi 11,2020,4,64,6.39,5642,47,49,Android,1,134161,2021,14,1.6,Fair,89,0,0,0,0,Tier1,Individual,2,1,1,67,43325.55
OnePlus,OnePlus 10,2020,8,64,5.87,3753,89,41,Android,1,93887,2024,32,6.0,Fair,64,0,0,0,0,Tier3,Individual,16,0,1,92,28086.94
Realme,Realme Narzo 60,2020,8,512,5.75,3855,67,48,Android,1,112819,2024,16,10.3,Good,76,0,0,0,0,Tier3,Individual,17,1,1,85,46445.0
OnePlus,OnePlus 9,2019,12,1024,6.38,3470,72,95,Android,1,110162,2024,35,6.2,Good,67,1,0,0,0,Tier1,Store,24,1,1,46,16321.31
Realme,Realme Narzo 60,2023,4,64,6.87,3763,63,77,Android,1,116354,2025,42,10.8,Fair,83,0,0,0,0,Tier3,Individual,2,1,1,89,31489.54
Realme,Realme GT,2025,8,256,6.2,3721,64,91,Android,1,122785,2025,53,2.5,Excellent,69,1,0,0,1,Tier2,Individual,21,0,1,77,13717.87
Xiaomi,Redmi Note 12,2021,8,64,6.7,6044,62,66,Android,1,84167,2024,26,9.2,Poor,61,0,1,0,0,Tier3,Individual,17,0,1,70,12388.07
Samsung,Galaxy S22,2022,12,64,5.76,5495,61,64,Android,1,144370,2023,52,3.4,Good,78,0,0,1,0,Tier2,Individual,5,1,1,82,37078.07
Realme,Realme GT,2024,6,64,6.47,3054,94,92,Android,1,133616,2025,15,9.5,Good,83,0,0,0,0,Tier3,Individual,10,0,1,67,47863.44
Realme,Realme Narzo 60,2022,12,256,6.19,4320,62,80,Android,1,131388,2025,53,9.3,Fair,82,0,0,0,0,Tier2,Store,22,1,1,79,33645.05
Realme,Realme Narzo 60,2021,4,1024,6.26,6016,88,44,Android,1,121727,2023,34,8.4,Good,65,0,0,0,0,Tier3,Individual,24,0,1,42,20943.17
Xiaomi,Redmi Note 12,2025,16,512,6.4,3007,52,60,Android,1,70042,2025,47,2.7,Good,94,0,0,0,0,Tier3,Store,24,0,1,87,21943.77
OnePlus,OnePlus 10,2022,4,1024,6.51,6421,76,85,Android,1,96763,2024,31,3.3,Good,100,0,0,1,0,Tier2,Store,23,1,1,93,55765.17
OnePlus,OnePlus 11,2024,12,256,5.93,4464,49,99,Android,0,32431,2024,41,8.4,Excellent,66,0,0,0,0,Tier1,Individual,8,1,1,96,10496.58
Samsung,Galaxy S21,2021,4,1024,5.78,4639,88,69,Android,1,106363,2023,41,5.0,Excellent,89,0,0,0,0,Tier2,Store,0,1,1,57,32922.56
Google,Pixel 8,2025,16,64,6.03,5213,91,77,Android,0,114142,2025,36,8.9,Fair,55,0,0,0,0,Tier3,Individual,13,1,1,45,17173.74
Apple,iPhone 12,2025,12,512,6.17,4169,87,70,iOS,1,94679,2025,15,11.8,Good,97,0,0,0,0,Tier2,Store,0,1,0,77,66465.87
Google,Pixel 6,2021,8,1024,6.48,4288,66,41,Android,0,101616,2023,19,2.4,Poor,69,0,0,0,0,Tier3,Store,6,1,1,77,25392.33
Xiaomi,Mi 11,2023,16,64,6.77,5481,51,69,Android,1,98138,2023,55,7.0,Excellent,59,0,0,0,0,Tier2,Individual,7,1,0,69,18197.49
Realme,Realme Narzo 60,2025,16,128,6.61,4838,89,40,Android,1,21869,2025,3,11.3,Good,61,0,0,0,0,Tier3,Store,10,1,1,61,6686.54
Apple,iPhone 12,2025,6,512,6.12,3336,82,87,iOS,1,131957,2025,64,9.4,Poor,56,0,1,0,0,Tier3,Store,4,1,1,71,13021.2
Vivo,Vivo X90,2024,16,256,5.97,4515,90,89,Android,1,92270,2024,9,6.0,Good,96,0,0,0,0,Tier1,Individual,4,1,1,53,33212.7
Realme,Realme GT,2019,4,1024,6.44,6339,72,88,Android,1,18881,2024,51,5.0,Good,91,0,0,0,0,Tier3,Individual,13,1,1,47,10180.82
Xiaomi,Mi 11,2025,16,512,6.12,4366,53,61,Android,1,67611,2025,13,11.1,Good,57,0,1,0,0,Tier2,Store,0,1,1,47,9662.91
OnePlus,Nord 3,2024,8,512,6.29,6246,65,88,Android,1,120582,2024,11,5.3,Excellent,77,0,0,0,0,Tier3,Individual,6,1,1,73,64711.36
Apple,iPhone 14,2021,12,64,6.53,5977,74,80,iOS,1,86316,2025,16,1.6,Fair,87,0,0,0,1,Tier2,Individual,0,0,1,52,12696.08
Xiaomi,Poco X5,2021,16,512,5.91,4246,73,56,Android,1,68451,2022,20,4.4,Excellent,76,0,0,0,0,Tier3,Individual,17,1,1,67,26376.82
Realme,Realme GT,2025,16,64,6.33,5334,81,71,Android,1,20482,2025,35,7.3,Good,85,0,0,0,0,Tier1,Store,18,1,0,49,2224.85
Samsung,Galaxy S23,2021,6,64,6.55,3147,94,69,Android,1,34638,2021,19,3.4,Poor,69,0,1,0,0,Tier1,Individual,8,1,1,47,4485.42
OnePlus,OnePlus 9,2019,6,1024,5.76,4252,84,81,Android,1,45845,2022,17,4.2,Fair,62,0,0,0,0,Tier2,Individual,11,1,1,84,13552.76
Google,Pixel 8,2021,6,128,6.51,5855,53,92,Android,0,115151,2024,54,5.1,Good,86,0,0,0,0,Tier1,Store,7,0,1,75,32240.07
Vivo,Vivo V27,2022,4,64,6.32,3761,80,52,Android,1,122764,2025,51,10.4,Poor,86,1,0,1,0,Tier1,Individual,20,0,1,65,13447.88
Vivo,Vivo X90,2019,12,64,6.75,4202,41,47,Android,1,13387,2022,38,2.4,Good,74,0,0,0,0,Tier2,Individual,14,1,1,79,3690.04
Apple,iPhone 11,2024,16,64,6.41,5773,51,88,iOS,1,12506,2025,23,9.4,Fair,82,0,1,0,0,Tier3,Store,0,1,1,74,5300.45
Samsung,Galaxy S21,2022,12,512,6.66,5203,96,44,Android,1,133333,2022,33,8.3,Fair,86,0,0,0,1,Tier1,Store,3,1,0,86,26948.35
Samsung,Galaxy A54,2025,4,128,6.42,3996,86,55,Android,1,37694,2025,52,6.9,Good,100,0,0,0,0,Tier1,Store,22,0,1,43,5996.61
Apple,iPhone 11,2021,4,256,5.56,5114,79,79,iOS,0,10096,2021,11,10.1,Fair,74,0,0,1,0,Tier1,Individual,19,1,1,75,4969.18
Apple,iPhone 12,2021,6,128,6.93,4355,61,79,iOS,0,75370,2021,71,4.4,Good,61,0,0,0,0,Tier3,Individual,11,1,0,61,14999.41
Xiaomi,Poco X5,2024,12,64,6.89,3072,64,53,Android,1,62586,2024,51,5.6,Good,70,0,0,0,0,Tier1,Store,23,1,1,52,16104.88
Xiaomi,Mi 11,2020,12,512,5.65,6388,96,44,Android,1,121385,2022,31,3.4,Fair,64,0,0,1,0,Tier3,Store,7,0,1,53,18161.22
Apple,iPhone 11,2019,4,64,5.6,6272,43,87,iOS,1,142851,2024,53,4.9,Good,100,0,0,0,0,Tier3,Individual,3,0,1,82,56493.21
Samsung,Galaxy A54,2019,16,1024,6.07,4698,58,94,Android,1,99664,2024,13,2.0,Fair,59,0,1,0,1,Tier3,Individual,0,0,0,49,9002.27
Google,Pixel 6,2025,8,128,6.09,5475,53,97,Android,1,98743,2025,5,1.0,Fair,68,0,0,0,0,Tier2,Individual,1,1,1,77,42339.13
Google,Pixel 7,2021,4,128,6.57,3341,62,82,Android,0,143554,2025,49,3.7,Poor,95,0,0,0,1,Tier3,Individual,0,1,1,42,7158.09
Google,Pixel 7,2021,16,256,6.1,5298,40,81,Android,1,75136,2021,71,3.2,Excellent,79,0,0,0,0,Tier1,Store,0,1,0,74,17191.62
OnePlus,OnePlus 9,2021,12,128,6.25,6023,46,100,Android,1,80112,2024,14,5.5,Fair,82,0,0,0,0,Tier3,Store,19,1,1,77,33802.68
Google,Pixel 8,2023,6,64,6.63,4169,61,43,Android,1,74045,2023,32,4.1,Fair,73,0,0,0,0,Tier3,Individual,1,1,1,57,16663.8
Vivo,Vivo X90,2023,6,1024,5.88,6407,59,48,Android,1,70525,2025,13,10.9,Good,90,0,0,0,0,Tier1,Store,3,1,1,49,22521.69
Vivo,Vivo V27,2021,8,128,6.67,3909,99,46,Android,1,133745,2021,19,8.5,Fair,87,0,0,1,0,Tier2,Individual,20,1,1,85,48762.15
OnePlus,OnePlus 9,2024,4,512,6.44,3210,49,45,Android,1,26809,2025,47,8.5,Fair,74,0,0,0,0,Tier1,Store,9,0,0,78,4338.15
Samsung,Galaxy A54,2024,12,128,6.29,5175,47,45,Android,1,63610,2024,52,4.1,Fair,86,0,0,0,0,Tier1,Individual,0,0,1,97,17865.62
Apple,iPhone 15,2025,16,128,6.43,5168,77,69,iOS,1,72721,2025,71,6.1,Excellent,63,0,0,0,0,Tier3,Store,8,1,1,76,17102.36
Samsung,Galaxy S23,2024,16,64,5.57,3381,52,56,Android,1,20137,2025,28,1.5,Good,90,0,0,0,0,Tier3,Store,18,1,0,57,9180.08
OnePlus,OnePlus 9,2022,6,512,6.83,3993,71,95,Android,1,116891,2022,52,9.2,Fair,70,0,0,0,0,Tier3,Individual,13,0,1,45,13739.81
Xiaomi,Poco X5,2021,8,256,5.71,6163,82,92,Android,1,73735,2025,47,1.2,Good,61,0,0,0,0,Tier3,Store,0,1,1,81,15096.62
Google,Pixel 7,2023,12,128,6.25,6147,87,80,Android,1,14074,2023,54,11.1,Poor,72,0,0,1,0,Tier1,Store,0,0,1,52,2877.55
Apple,iPhone 12,2025,6,64,6.64,4758,99,57,iOS,1,19686,2025,52,10.7,Good,96,0,0,0,0,Tier2,Individual,6,1,1,61,9434.35
Apple,iPhone 12,2023,12,128,5.5,5794,71,69,iOS,1,66017,2023,35,3.3,Good,67,0,0,1,0,Tier3,Individual,21,0,1,57,16771.37
Xiaomi,Poco X5,2020,8,256,6.98,5295,48,88,Android,1,126459,2021,46,4.3,Good,94,0,1,0,0,Tier2,Individual,0,1,1,54,21996.3
Vivo,Vivo X90,2020,4,256,6.41,6060,86,74,Android,1,148621,2024,37,11.5,Good,64,1,0,0,0,Tier2,Store,24,1,1,59,24733.6
Vivo,Vivo V27,2021,4,1024,6.5,3395,100,90,Android,1,98995,2022,54,11.1,Fair,78,0,1,0,0,Tier2,Individual,1,1,1,63,11849.49
Google,Pixel 6,2020,4,256,5.61,3930,92,53,Android,1,101660,2020,1,6.7,Good,96,0,0,0,0,Tier1,Store,0,1,1,73,68443.99
Realme,Realme GT,2024,4,512,5.92,5761,40,73,Android,1,119478,2024,63,7.0,Good,60,0,0,0,0,Tier2,Store,11,1,0,96,20185.4
OnePlus,OnePlus 9,2023,12,512,5.8,6164,87,52,Android,1,33594,2023,25,10.0,Good,60,0,0,0,1,Tier1,Store,0,1,1,83,9123.96
Xiaomi,Redmi Note 12,2023,16,256,6.67,5542,74,66,Android,1,21990,2024,20,7.1,Excellent,86,1,0,0,0,Tier1,Individual,12,0,1,59,2972.86
Apple,iPhone 11,2019,8,1024,6.01,5244,88,54,iOS,1,98677,2020,48,6.8,Poor,56,0,1,0,0,Tier1,Store,0,1,1,65,8693.05
Google,Pixel 8,2025,8,256,6.61,5021,46,47,Android,1,123341,2025,51,8.8,Excellent,78,0,0,0,0,Tier3,Individual,24,0,0,94,48128.49
Samsung,Galaxy S21,2024,8,64,6.49,6475,100,86,Android,0,100491,2024,64,11.3,Poor,100,0,1,1,0,Tier3,Individual,17,1,1,44,10880.11
OnePlus,OnePlus 10,2019,4,512,6.56,3728,64,59,Android,1,50778,2019,36,4.9,Good,72,1,0,0,0,Tier3,Individual,0,1,1,79,13524.47
OnePlus,OnePlus 11,2024,12,256,6.77,3243,82,81,Android,1,22342,2024,53,11.7,Good,77,0,0,0,0,Tier3,Individual,15,1,1,56,2881.2
Google,Pixel 7,2025,16,64,6.37,6017,90,85,Android,0,129418,2025,5,4.3,Good,60,0,0,1,0,Tier2,Store,0,0,1,64,41988.98
Apple,iPhone 13,2022,16,64,6.37,5660,94,63,iOS,1,74636,2022,57,11.8,Good,62,0,0,0,0,Tier1,Individual,17,1,1,71,15919.73
Apple,iPhone 15,2022,4,128,6.94,6105,45,68,iOS,0,107979,2024,15,1.0,Good,73,1,0,0,0,Tier2,Store,0,1,1,83,48053.86
Apple,iPhone 11,2020,12,256,5.91,6282,99,80,iOS,0,121267,2024,68,11.2,Fair,88,0,0,0,0,Tier2,Individual,0,0,0,53,16091.01
OnePlus,OnePlus 9,2020,16,64,6.84,6004,96,52,Android,1,135917,2020,19,10.6,Excellent,74,0,0,0,0,Tier1,Individual,18,1,1,50,43498.39
Xiaomi,Redmi Note 12,2025,6,64,6.5,5174,48,46,Android,1,46626,2025,66,6.3,Good,89,0,0,0,0,Tier3,Store,8,0,0,81,9030.14
Apple,iPhone 15,2021,4,1024,5.57,5063,88,83,iOS,1,92406,2023,36,4.3,Good,58,0,0,0,0,Tier1,Store,24,1,1,69,31196.06
Google,Pixel 8,2019,12,128,5.89,3052,96,62,Android,1,82831,2024,53,9.5,Fair,68,0,0,0,0,Tier1,Individual,17,1,1,82,20266.63
Apple,iPhone 14,2024,4,1024,6.79,3274,56,53,iOS,1,59777,2024,11,3.4,Fair,86,0,0,0,0,Tier1,Individual,0,1,0,65,25511.35
Samsung,Galaxy S23,2019,12,512,5.76,5441,90,99,Android,1,142554,2025,47,9.6,Good,86,0,0,0,0,Tier3,Store,0,1,0,49,31220.66
OnePlus,OnePlus 9,2019,12,64,5.92,4591,68,59,Android,0,98640,2024,31,1.7,Excellent,94,0,1,0,0,Tier2,Individual,0,0,1,100,53891.37
Google,Pixel 8,2023,4,64,6.38,4577,67,77,Android,0,11366,2024,18,3.0,Good,80,0,0,0,0,Tier1,Individual,0,1,1,78,2503.31
Google,Pixel 7,2021,6,256,6.98,5878,45,82,Android,1,114013,2024,48,4.9,Excellent,96,0,0,0,0,Tier3,Individual,19,1,1,46,26270.34
Vivo,Vivo X90,2020,16,64,6.76,3749,51,72,Android,1,46114,2020,54,4.9,Fair,55,0,0,0,0,Tier1,Individual,0,0,1,68,7654.88
Xiaomi,Poco X5,2024,12,128,6.74,3428,42,76,Android,1,74066,2025,33,11.7,Excellent,94,0,0,0,0,Tier1,Store,20,1,1,64,25881.19
Vivo,Vivo V27,2024,12,128,5.62,5127,96,50,Android,1,66578,2025,46,2.4,Good,70,0,1,0,0,Tier1,Store,23,1,1,53,9317.93
Google,Pixel 6,2023,8,512,6.68,3736,87,47,Android,0,124426,2023,42,8.3,Good,60,0,0,0,0,Tier3,Store,0,1,1,40,16141.75
Xiaomi,Redmi Note 12,2019,12,64,6.31,4603,76,82,Android,1,119115,2019,70,5.7,Good,87,0,0,0,0,Tier2,Individual,24,1,0,44,13106.57
Vivo,Vivo X90,2022,8,256,6.6,4635,91,58,Android,0,64503,2025,1,4.9,Good,87,0,0,0,0,Tier1,Store,8,0,1,66,32088.34
Xiaomi,Poco X5,2020,16,512,6.61,3160,57,52,Android,1,63777,2021,59,2.6,Good,62,0,0,0,0,Tier3,Individual,0,1,1,55,9572.21
Realme,Realme GT,2020,16,64,6.46,4163,53,46,Android,1,135651,2023,42,5.6,Excellent,82,0,0,0,0,Tier3,Individual,23,1,1,49,30525.9
Apple,iPhone 14,2024,16,256,6.3,5282,66,41,iOS,1,20258,2025,58,10.6,Good,57,0,1,0,0,Tier1,Store,0,1,1,50,2000.0
Samsung,Galaxy A54,2020,4,64,6.37,6435,78,78,Android,1,100486,2022,47,2.4,Good,55,0,0,0,0,Tier2,Store,20,0,0,98,30219.51
Samsung,Galaxy S21,2020,4,256,6.67,3936,78,51,Android,1,119615,2025,43,11.0,Poor,79,0,0,1,0,Tier2,Individual,7,0,1,52,14971.68
Vivo,Vivo V27,2019,16,128,6.72,6146,58,86,Android,1,89224,2019,30,7.4,Poor,77,0,0,0,0,Tier1,Store,7,1,1,88,22413.5
Xiaomi,Poco X5,2025,12,128,6.44,6191,80,45,Android,1,149350,2025,52,1.9,Good,63,0,0,0,0,Tier3,Individual,2,0,0,72,27696.67
Google,Pixel 7,2022,6,512,6.15,5251,81,84,Android,1,97729,2022,66,9.8,Poor,89,0,0,0,0,Tier1,Store,17,1,1,98,20301.25
OnePlus,OnePlus 11,2023,4,512,6.08,4620,45,72,Android,1,35590,2025,35,5.2,Good,63,0,0,0,0,Tier3,Store,3,1,1,46,4789.07
Xiaomi,Mi 11,2024,12,512,6.5,6337,55,96,Android,1,67382,2024,23,10.3,Good,93,0,1,0,0,Tier1,Individual,0,1,0,46,12344.43
Xiaomi,Mi 11,2020,16,512,6.07,4944,97,65,Android,1,128711,2025,27,5.8,Good,82,0,0,0,0,Tier2,Individual,0,0,1,72,41749.55
OnePlus,OnePlus 10,2019,8,64,5.79,4184,53,54,Android,1,94771,2025,62,5.8,Excellent,57,0,0,1,0,Tier2,Individual,0,1,1,71,15644.04
Realme,Realme Narzo 60,2024,12,512,6.04,5144,68,46,Android,1,99506,2024,56,11.0,Fair,92,0,0,0,0,Tier3,Individual,3,0,1,93,25926.57
Apple,iPhone 11,2021,8,64,6.9,3574,95,77,iOS,1,106954,2024,37,4.2,Good,97,0,1,0,0,Tier3,Store,3,1,1,52,31489.74
Google,Pixel 7,2020,6,256,6.5,4278,45,78,Android,0,81479,2023,27,4.5,Good,56,0,0,0,0,Tier3,Store,4,1,1,90,29886.72
Vivo,Vivo X90,2020,16,512,6.69,4902,46,71,Android,1,55724,2020,24,11.7,Good,58,0,0,0,0,Tier1,Store,9,1,1,70,13995.36
Apple,iPhone 15,2024,4,64,6.5,3339,69,91,iOS,1,62357,2025,64,5.9,Good,73,0,0,0,0,Tier1,Individual,13,1,1,74,13714.17
Realme,Realme GT,2023,6,1024,6.84,3092,52,82,Android,1,27442,2023,13,2.4,Good,72,0,1,0,0,Tier2,Individual,5,0,1,89,8328.67
Apple,iPhone 15,2023,8,1024,6.67,5121,85,64,iOS,1,114448,2025,43,6.7,Good,91,0,0,0,0,Tier1,Store,11,1,1,42,27591.85
Google,Pixel 6,2022,12,128,5.61,4771,67,95,Android,1,24561,2025,36,9.2,Good,90,0,0,0,0,Tier2,Store,6,0,1,79,12208.82
Apple,iPhone 15,2019,6,128,6.96,4358,68,47,iOS,0,22793,2025,51,6.9,Good,99,0,0,1,0,Tier3,Individual,0,1,1,62,6883.86
Samsung,Galaxy S22,2023,4,512,5.71,6037,49,91,Android,1,36424,2025,17,7.8,Fair,95,0,0,0,0,Tier1,Store,2,1,1,40,7160.25
Xiaomi,Mi 11,2020,6,512,6.27,3747,45,82,Android,0,145055,2020,30,9.8,Excellent,98,0,1,0,0,Tier2,Individual,0,1,1,56,44728.93
Samsung,Galaxy S22,2019,6,64,6.94,5296,66,71,Android,1,133343,2021,38,7.1,Excellent,70,0,0,1,0,Tier3,Store,0,0,0,95,47720.48
Samsung,Galaxy S22,2021,6,256,5.82,5904,82,59,Android,1,68625,2025,3,5.9,Good,56,0,0,0,0,Tier1,Store,19,1,1,48,21563.58
Realme,Realme Narzo 60,2022,16,64,6.75,4924,79,45,Android,1,66831,2022,10,8.7,Fair,87,0,0,0,0,Tier2,Individual,0,0,1,96,32372.7
Realme,Realme GT,2025,12,64,6.19,3509,41,68,Android,1,149492,2025,43,5.7,Poor,55,0,0,0,0,Tier3,Store,2,1,1,85,19835.24
Xiaomi,Mi 11,2021,6,64,5.6,4030,79,61,Android,1,133258,2023,30,9.1,Excellent,66,0,0,1,0,Tier2,Individual,8,1,1,91,49090.26
